,mean_0,std_0,skewness_0,kurtosis_0,mean_1,std_1,skewness_1,kurtosis_1,mean_2,std_2,skewness_2,kurtosis_2
0,136.17205810546875,72.85676714325812,-168.68840274661196,31.746287910766434,139.016845703125,72.39088272544521,-174.51915350105827,37.29988317840237,144.23114013671875,74.37948699384573,-179.1408595745363,36.28673532407491
1,89.26678466796875,64.7399955339952,-95.46945044994354,4.365631360899818,91.1370849609375,59.1609835888304,-102.43125709966716,11.106736259063993,87.084716796875,53.6231324414189,-110.01066297866967,24.921713635858943
2,108.07171630859375,70.52409339961406,-145.37233952792758,20.357591682900676,107.1058349609375,73.21052377321544,-141.2113422168536,15.013501601213173,112.8828125,76.42055200692396,-150.87261480409967,16.00625658786703
3,20.06597900390625,33.687490648096286,-19.070274509630373,0.24318413699503538,40.2432861328125,39.5438531829271,-40.2158517160844,1.9720687453740573,50.11370849609375,43.83334079444704,-52.12299956801337,3.293752355793187
4,78.5032958984375,63.72326905011958,-97.83809675134148,6.499072256403382,112.4779052734375,64.31061517909531,-139.95463319418175,28.869038892581436,139.66412353515625,64.46034745130787,-173.6348876736276,63.93007392670744
5,60.24835205078125,25.82229740799299,-43.32268262160345,34.363200335991145,74.34649658203125,23.521443345429176,-54.002868002491965,96.03118225578604,113.66168212890625,33.045744388202884,-163.44925897392307,820.446538818265
6,47.2440185546875,36.093205838209265,-48.21653077380191,7.492629219604149,50.7205810546875,38.82609465584809,-49.92842403697422,5.992519338692645,52.3956298828125,40.71091840509682,-50.40094621131193,4.75240075980202
7,40.1712646484375,34.73356266569045,-41.89870199118961,8.282652104497439,49.8580322265625,39.74534246292332,-66.15003230520256,16.618125954779885,66.6669921875,45.43449976485657,-84.95142801017226,21.34744100043025
8,66.35662841796875,68.54197897704344,-76.73021168240311,0.0189989471353742,69.4708251953125,67.63130135702576,-88.42250328681544,2.436559845923214,70.50640869140625,69.52819837364495,-92.2933130592615,2.39199644181196
9,80.81219482421875,36.04322349864092,-82.00479813663668,57.732649255587596,73.2388916015625,37.725366887271825,-77.72285382615595,38.48638160701233,97.8177490234375,48.214353558600465,-110.57707710776086,45.9959936532733
10,100.67120361328125,26.89176413672594,-119.54439021657298,697.728465606851,125.71148681640625,21.8034729011928,-178.42958542551384,5949.077595279008,149.96978759765625,17.43876711356664,-244.5294219466699,40282.30860983484
11,104.2396240234375,35.89874883917289,-107.53216620196889,149.73046109195474,129.0467529296875,35.01490700546077,-173.51679252850806,820.3928806568754,183.77728271484375,32.948435225778155,-251.92093937445856,3553.8191208453914
12,80.2457275390625,34.34820395663882,-91.10297506587312,103.18789302287348,96.49755859375,36.98457295437735,-127.50511065903768,224.99361096738932,103.486083984375,41.98949252045991,-137.72045763749043,170.17324895666718
13,101.65264892578125,65.1600709990584,-120.9426055206105,14.600800389596523,131.52252197265625,64.89600383729194,-155.0981675102173,41.26894726773661,194.94219970703125,44.576283604681976,-245.09532870725846,971.4410874027066
14,53.35003662109375,44.74948957949813,-67.18965065863671,9.409391041004579,56.42987060546875,45.585106315610616,-71.3114288490238,10.703588663029949,61.27313232421875,47.08318012192489,-76.61746688021519,12.01022929905277
15,91.94952392578125,50.2550898047852,-114.35885727212622,42.25708215719977,115.63983154296875,50.96222298672779,-156.50926765441636,117.13294097413811,148.71588134765625,58.13692251488332,-193.51186124025708,141.29942254104262
16,97.57708740234375,28.167204270207353,-116.50440872324857,534.5509368115092,114.2860107421875,27.416830636531063,-158.56698471056234,1608.8266407275328,127.672119140625,27.404442268656336,-194.89282298528602,3131.1525998429984
17,78.8270263671875,47.938790899393666,-112.78956468990961,47.392010314015835,76.6553955078125,47.50844160895147,-108.80522178380006,43.25289748075187,83.875,46.56154440084851,-114.78317496217363,57.47608986635976
18,87.7718505859375,63.13526040988942,-112.7629104708454,12.627451498599216,86.7431640625,63.045799070345645,-115.17763813425628,14.059840034574492,87.9942626953125,65.76234857820116,-117.80081586670838,12.406898215117003
19,127.063232421875,59.24905767727618,-165.78079302905144,76.42288159043991,138.116455078125,71.24098070471423,-167.8223940646584,34.47582672076607,140.11016845703125,83.09995148986614,-161.32507828102786,13.600912816632723
20,68.79766845703125,42.32629820178291,-54.57570280259499,4.644746295244138,91.67193603515625,55.63875776591521,-159.50483195536737,83.25796901975644,89.64373779296875,54.71503631381297,-152.18099575657908,76.96255059996534
21,138.0665283203125,31.74425110597935,-194.7759018926228,1737.669463630894,147.77423095703125,36.81627497515559,-214.28983269824656,1312.076793502587,153.954345703125,39.82310728324686,-219.733632557727,1046.730566013045
22,84.57183837890625,20.760932628914244,-59.79773739520917,226.85031879206934,72.58685302734375,27.75720935892856,-47.018839553340385,30.246911831314584,66.82611083984375,44.22752893597647,-96.37445560737027,40.44932677658095
23,104.4642333984375,52.69070126736868,-145.5965317297963,78.10482810885182,110.5606689453125,52.40356522585689,-153.9068088676538,97.24097267559137,117.77325439453125,51.51842259052151,-164.1690919386935,130.9727481296585
24,104.47650146484375,62.46020166128865,-141.1227785552351,32.25654451473524,117.96435546875,63.18653849088095,-147.97764363723678,37.3034179649533,129.89141845703125,68.8089572458089,-150.68138960470606,27.351710837077476
25,116.7637939453125,67.08847984993197,-147.70962293418714,30.78641632259723,120.4771728515625,66.77567073101957,-148.49296187803776,32.297236517876065,121.183349609375,67.56397486328785,-141.36043688184847,25.104027662753527
26,93.2325439453125,62.896733014517025,-97.78507525392601,7.041476168656046,109.58685302734375,65.04882406481845,-131.09207217072856,21.20007627701046,122.79339599609375,68.7085464716188,-140.4671949351603,20.79327723314075
27,26.66082763671875,44.63139521859884,24.75950665526685,0.9228726740393209,35.2025146484375,53.733590141520004,-71.21665520760692,2.919860833999074,56.27435302734375,66.37817043427413,-76.43664233595868,-0.09023367640864077
28,42.73980712890625,60.37328128507563,-61.57510630241208,-0.1844566169296078,52.031494140625,68.97514260356122,-79.85839842396868,0.24846504640656686,73.0589599609375,87.21880704882336,-91.23126490628691,-1.1908319695005494
29,94.79901123046875,56.43894327386003,-113.86548988415505,23.508499586469686,95.52825927734375,56.45834187636818,-118.18056998561056,27.429810938499635,99.35595703125,56.741877203493004,-124.12624708567537,31.872302405945305
30,84.51470947265625,59.689913469191254,-114.38010500276641,17.29262122986232,121.9033203125,53.32897586406381,-135.66933761543999,58.1321217868926,112.11700439453125,75.36741170415354,-120.9294806816975,6.4450813826457996
31,84.568115234375,59.475056516320635,-132.17997376189658,31.18579190594509,89.09765625,62.989686030846734,-122.87494887087067,17.920156349389558,106.3099365234375,75.46907355582734,-144.8052979184804,14.689010634842282
32,138.38623046875,71.25251414732024,-150.2946738069406,21.903528361453144,144.716796875,67.05406350631362,-162.15533306417728,39.72743787242494,154.33746337890625,62.614492380482915,-179.05358210322322,78.82892128821766
33,170.23419189453125,70.9728042335769,-193.62696922372209,62.229009159405365,170.4375,76.1366400878525,-191.13574035367532,42.81922233231259,179.88238525390625,75.0492515517025,-197.116695634929,51.47875471056426
34,111.19366455078125,47.147019644161254,-162.76340596417333,181.11173868342763,130.14959716796875,49.20684772837127,-182.80094439353925,226.47265524348836,136.02410888671875,48.53841772680417,-192.36581400644803,286.2500776004407
35,72.1796875,56.169029721923664,-83.8117331752873,7.303302554869403,73.3515625,59.30964690763716,-92.62269438372392,8.30008942672812,65.9921875,65.9948501889719,-98.1822157445605,5.468694078606538
36,83.7894287109375,56.62060720031376,-126.75051420522531,34.05927332173178,88.05010986328125,54.19410567650158,-130.24946085080865,45.834933877807465,90.0433349609375,54.87947956526736,-134.4590559871039,48.47323424235091
37,79.35400390625,56.795951235472515,-88.97949933364143,7.142502256633585,85.2459716796875,64.04872314425444,-85.46978271304822,2.301419628673411,95.39019775390625,71.44589318797611,-89.7309679962166,1.2222746401568365
38,152.67962646484375,12.983597861713456,-253.07773393269514,146215.49990384362,111.4609375,16.58549958206622,-114.26634138325622,4532.855256303469,93.14361572265625,20.26543386120316,-73.42702676219054,459.193030628163
39,83.75274658203125,50.271273006291416,-119.19961446684994,46.61977170472286,99.035400390625,52.221274313759984,-136.46711784151924,64.22988693094067,120.5341796875,60.9969646058225,-170.66136293963936,71.48820502253142
40,128.81097412109375,41.04399137161489,-190.68161597030075,547.5137795874339,127.254638671875,35.7212973851897,-194.36070418527055,1036.2075247970292,122.80865478515625,31.929699096171227,-195.0917296864739,1666.7036532662685
41,122.6612548828125,72.04214514123153,-150.42660710293575,20.311886428528986,138.16552734375,75.73219622481847,-157.97834425767405,19.662790418748155,147.3360595703125,77.01084433389812,-159.85082570463177,19.011633109656223
42,135.74847412109375,56.289752913581744,-183.84088254180034,134.8202150065652,155.28533935546875,56.040250775139306,-208.1244377631417,214.38446779641703,167.31719970703125,57.987006744963054,-216.1386112723876,214.1616659519903
43,73.53173828125,66.57937153041195,-101.66250905154949,5.439557149061016,85.4796142578125,64.28341159503371,-103.23539191935413,7.571014544245892,117.7508544921875,70.35227216641175,-153.41561116671744,27.439760423671785
44,114.45367431640625,64.43754681000804,-145.26129206596633,32.4597668776198,114.3524169921875,65.68506419066946,-144.59362167490946,28.829805299201695,121.90179443359375,64.28676873568402,-162.85693879982117,48.644239978364425
45,84.5137939453125,67.03671619729099,-108.62293292641924,7.841711378716421,93.8662109375,69.53473074783749,-125.45938618822053,12.39025108689765,97.49609375,69.7407954442329,-133.57883886015276,15.896330843333029
46,57.23284912109375,38.571712680146504,-59.293092677569724,13.101759853243987,106.5413818359375,56.59977618769159,-135.62471271438537,44.644294923265875,110.01800537109375,54.26907769146619,-136.13364683655834,55.525687327226365
47,68.77685546875,46.919056238953814,-83.82180269297587,18.334069251665895,123.55975341796875,77.31004691084573,-170.62645121446616,24.042187794467168,117.27740478515625,74.11062856178899,-170.21560677215888,29.098311405339274
48,74.4000244140625,39.26306497821813,-87.91441474576976,49.67687098578111,86.2147216796875,39.526902405082254,-107.86170143508224,97.23068440912374,110.098388671875,42.90796652317168,-153.56809622535712,225.89545666540695
49,50.5433349609375,39.587513407440554,-51.99361636461455,7.172010761879706,64.2835693359375,45.97259669656986,-82.7069367979964,17.572117508235596,75.94915771484375,51.9319521285157,-83.56650454157375,9.844875240641361
