,contrast,dissimilarity,homogeneity,ASM,energy,correlation
0,3179.3535487288145,38.394862288135606,0.053017856195272134,0.00021110694663889704,0.01452951983511145,0.4477292797875973
1,1738.2147775423734,30.21795550847459,0.0436250058876193,0.00021293046179258855,0.014592136985122794,0.6136720824506762
2,4403.715572033901,42.891949152542395,0.0667828317122826,0.0004541955436656127,0.021311863918146923,0.282626753839804
3,3192.3832097457635,37.02621822033899,0.0606746496379056,0.00023393595365914983,0.01529496497737572,0.30923446092894924
4,3769.7462923728835,47.39406779661019,0.02855771550108919,0.00019949957133366864,0.014124431717193745,0.15438596107555255
5,1751.5301906779669,29.227754237288146,0.049686331508533924,0.0002459290725545823,0.015682125893978223,0.7083504866171638
6,756.6729343220336,15.81806144067796,0.18127716104520442,0.002680146464737142,0.05177013100946473,0.6536490905377179
7,1313.5963983050847,21.72457627118644,0.1389910427538555,0.0021353011773736007,0.04620931916154577,0.5858437597467949
8,8552.234110169495,66.59427966101697,0.0315061199261632,0.0001741807647766447,0.01319775605080821,0.3182858506318451
9,1595.5582627118647,28.381885593220346,0.056443916596573586,0.0002482786016949154,0.01575685887780034,0.5493509682344558
10,1828.6753177966107,29.31408898305086,0.05775463769345059,0.000276367748581586,0.0166243119731791,0.5971052563787351
11,1610.657309322034,27.171610169491533,0.09583923953295347,0.0004262817347744904,0.020646591359701254,0.693858350897865
12,3614.610699152544,44.77065677966103,0.03289183949980256,0.00017400542678109744,0.013191111658275714,0.6156156380028976
13,3291.312235169493,42.29740466101696,0.03219111468857453,0.00017674069951163467,0.013294386014842305,0.4852669055864438
14,4737.773834745765,44.043961864406796,0.0696241827609519,0.00033896341299195673,0.01841095904595838,0.6177882966398255
15,6020.708951271188,57.09030720338984,0.05196823661184574,0.0002486643452851195,0.01576909462477537,0.24396604479709008
16,5094.772775423731,50.52436440677968,0.03633450942563627,0.00017765245708848044,0.01332863297898477,0.33666228329133313
17,5822.355137711866,54.421345338983066,0.04296615879474798,0.00020781059232260858,0.014415637076543256,0.3530488505814989
18,3672.555614406781,38.20921610169493,0.08342929958568199,0.0005349562244146804,0.023129120701286515,0.6298717030104225
19,2271.8485169491532,27.719809322033903,0.12657225221414473,0.0009505072738616779,0.0308302979852884,0.6142611358474336
20,1645.6104343220343,28.904925847457633,0.041991129814008134,0.00020037626131140488,0.014155432219166071,0.6442897862397453
21,2103.6001059322034,30.77966101694916,0.08704416349763942,0.00041933835015081893,0.020477752565914525,0.5674809743651693
22,320.4618644067798,11.575211864406782,0.15848174835154355,0.001417993437589773,0.03765625363189722,0.7988639161800267
23,2084.1506885593226,30.90439618644068,0.07056670113757145,0.00028352153879991404,0.01683809783793627,0.6907791171480109
24,629.4822563559323,13.84242584745763,0.11124715474764929,0.0004470066858481761,0.021142532626158488,0.8096050360994002
25,3920.486758474577,44.2876059322034,0.04022725339670699,0.00018165016338695785,0.013477765519067242,0.48979737168374227
26,1694.6689618644073,27.291843220338997,0.060415819692336295,0.000208932755494111,0.01445450640783389,0.6349419512481017
27,3964.9976165254247,44.595603813559336,0.03970286241681117,0.00019651882540936522,0.01401851723290895,0.38809751575868395
28,5022.201536016952,46.77621822033902,0.054106897290592176,0.0003490628815354789,0.01868322460217933,0.3320104811517863
29,4585.148040254238,46.98543432203391,0.04048628450274927,0.00017870448506176388,0.013368039686571995,0.3433057484462019
30,2343.221398305085,31.00370762711865,0.07140891596208575,0.0002692490259623673,0.016408809401122534,0.6490786242229784
31,1336.8911546610175,25.20365466101696,0.08064396548690961,0.00046064798190175284,0.02146271142940129,0.5377409150649861
32,1876.599311440678,31.790519067796616,0.04326342883086557,0.00020020092331585762,0.014149237552456938,0.45837657453355896
33,2096.701800847459,34.34163135593222,0.03404841537974091,0.00019865794895504186,0.014094607087643197,0.25667015552569517
34,3665.03151483051,43.19094279661019,0.033763514481935555,0.00017712644310183867,0.013308885870043318,0.4667749018194973
35,1142.1456567796615,23.623411016949163,0.060134181861110345,0.0002729311238688598,0.016520627223833233,0.654209981595533
36,3270.396186440679,37.56038135593221,0.06039798967368702,0.0002497163732584029,0.015802416690443362,0.5449724415935582
37,2331.2097457627115,30.836334745762713,0.05454344566703983,0.00022169736156995123,0.01488950508143072,0.7246433713714108
38,2700.749470338984,36.33686440677967,0.06411096457082255,0.0003454859864263145,0.018587253331956138,0.4738812267655471
39,5526.4171080508495,48.15704449152544,0.0667453815091683,0.00038679561817724843,0.01966712023091455,0.49814755847319026
40,5376.517743644068,51.63056144067798,0.04577192135427648,0.00017902009345374897,0.013379839066810518,0.4806650978337931
41,4334.0270127118665,42.99364406779662,0.07642466782656601,0.0004792338094297622,0.021891409489335358,0.5155668427759703
42,4242.407044491526,48.045815677966104,0.03188116987073122,0.00017428596757397305,0.013201741081159448,0.47971110171539555
43,2543.19465042373,31.117319915254253,0.09573897441154929,0.0009417403740843142,0.030687788680260335,0.6016469616455994
44,1846.4441207627126,28.6469809322034,0.09157088309055804,0.00034685362279158316,0.01862400662563196,0.34332029365437294
45,3576.8538135593226,35.16684322033899,0.16495969062615634,0.003281625924662455,0.0572854774324388,0.6668575613822322
46,2227.0206567796613,34.400423728813564,0.04520239525537567,0.00018592841047831087,0.013635556845186443,0.5436236737648619
47,6103.320444915256,51.95233050847459,0.0701823401055231,0.00033591253186943435,0.01832791673566405,0.4086825327317962
48,3347.6218220338983,40.79555084745762,0.07936872407949414,0.0020386899418270593,0.0451518542457235,0.4384786023275093
49,6187.0219809322025,62.23702330508475,0.022930738763613685,0.00015797953398807813,0.012568990969368947,0.3074244796901991
50,2235.836334745764,31.305084745762727,0.05910902514206675,0.0003333525971344445,0.01825794613680423,0.5589981156784178
51,5190.906250000002,48.95656779661018,0.05974662086034658,0.00023828433594872181,0.015436461250841199,0.5424026782108924
52,2011.4692796610177,28.676377118644076,0.06330961397741405,0.0003284431332591213,0.018123000117505967,0.6714113970489697
53,8000.447828389833,65.39592161016951,0.02327947537210817,0.0001702882612754957,0.013049454443596318,0.22496498046245325
54,7723.798728813561,56.05508474576273,0.1168544469448114,0.0008414119730321749,0.02900710211365787,0.4836178292841101
55,4193.503177966102,40.64036016949154,0.07971190519993351,0.00031992170667552444,0.017886355321180568,0.5386838036853415
56,2080.3530190677966,22.99920550847458,0.22035579898800228,0.0031520511459530295,0.05614313088840904,0.7047615214289724
57,2730.096133474577,33.798993644067814,0.05440932546091019,0.0003287938092502158,0.018132672424389512,0.4619910098443629
58,86.85328389830511,6.451800847457628,0.1792007180880765,0.0012481259875035918,0.03532882657977182,0.791977141663274
59,1.3072033898305084,0.8310381355932204,0.6318357427716849,0.07527424966559539,0.2743615309506699,0.4738283887136049
60,2538.1957097457635,37.03787076271187,0.03434947307989915,0.0001851919908970124,0.013608526404317714,0.6057205481323505
61,3322.754766949154,41.21769067796612,0.03795439248213428,0.00018883902120439544,0.013741871095465692,0.5083000664981949
62,1857.4864936440686,31.73755296610171,0.04286962882141371,0.0001957122706298479,0.013989720176967368,0.4767126329155641
63,1922.601430084746,30.72007415254238,0.06413158247949113,0.0002816629560471131,0.01678281728575727,0.3865247441284244
64,266.41975635593224,10.918167372881358,0.1440840624265934,0.0010366332972744905,0.03219679017036466,0.8695299899804361
65,3093.3032309322043,38.271980932203405,0.06526415090989217,0.00025950023340994,0.016109010938289786,0.39118417049511656
66,1374.6541313559328,25.23358050847459,0.06214557541791932,0.0002590092870224076,0.016093765470591635,0.623152025320323
67,4355.289459745763,46.17293432203391,0.03954500829832347,0.00019108334754740027,0.013823290040630713,0.4548244710280984
68,2217.31091101695,31.331038135593232,0.046700996735442396,0.00027517545021186476,0.016588413131214955,0.4684700194830278
69,1809.260858050848,22.36996822033899,0.10338527385623056,0.00044079972080580325,0.02099523090622733,0.7555308686091431
70,3967.405455508474,43.33077330508475,0.0437566201193821,0.00017660042911519678,0.013289109417684722,0.5204870710009678
71,2923.956302966103,36.432997881355945,0.043007495132087924,0.00023383075086182156,0.015291525458953452,0.4235918185826168
72,2863.0368114406783,40.538400423728824,0.03921446161525484,0.000173970359181988,0.013189782378113295,0.5223270509813998
73,3849.9671610169507,46.58262711864409,0.03093717450863626,0.00017979158063415697,0.013408638284112111,0.34452735288480923
74,4291.748146186442,45.531514830508485,0.03706176896939014,0.0001903118603669923,0.01379535647843115,0.518454240966739
75,4179.213453389832,44.8845338983051,0.04131070226355159,0.00018010718902614195,0.013420401969618568,0.41268906857412646
76,4306.761387711864,41.28628177966102,0.067041166887847,0.0002470161681269751,0.015716748013726474,0.4491525081511505
77,3837.7444385593226,41.390095338983045,0.08477511744497027,0.000338858210194628,0.018408101754244732,0.6734714321110586
78,4516.513506355934,46.76509533898306,0.03847129396705622,0.00017347941279445564,0.013171158369500217,0.46574413898069233
79,1195.7423199152547,24.84136652542374,0.05011988532331612,0.00031161068568658464,0.017652498001319378,0.21512129291554466
80,2537.7415254237303,37.18485169491527,0.041272243606857766,0.00019066253635808688,0.013808060557445672,0.538187635839703
